name,formattedAddress,lat,long,photoReference,placeID,rating,userRatingsTotal,cityType,cityName,compoundCode,types,hiddenGems,ticketStatus,budget,category,userType,openHours,closeHours,closeDays,description,access,activity,facility,suggestion
Cilember Waterfall,"Megamendung, Bogor Regency, West Java 16770, Indonesia",-6.6614613,106.9457362,ATJ83zjf1LVC6JFaRzhnAM4YZ_A36ubcnyVxgTnD6zCAvuVqXnqHw7zdaCfLNBaRRinUvvm-ri4-CaD74GIgws8_L5M3_D6fNLw90cmH9bmAi_MgpqNvM3Zwyz4DyVQDxzWgqyQgQWqfr-E8jqYdGf5oxQ3pf18wj9fOyhoMqpoNRVOjHnbd,ChIJrTSZsCfIaS4Rmr5x6Hu3xPg,4.5,7970,kabupaten,KABUPATEN BOGOR,"8WQW+C7 Megamendung, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,07.00,21.0,-,"Curug Cilember adalah destinasi wisata air terjun yang terkenal dengan 7 air terjun yang berbeda di kawasan Puncak, Bogor. Air terjun-air terjun ini memiliki ketinggian yang bervariasi, dengan yang tertinggi mencapai 40 meter. Terletak pada ketinggian 900 mdpl, Curug Cilember terletak di tengah hutan pinus Merkusi yang asri dan tenang. Ini adalah tempat yang sempurna untuk menikmati alam, hiking, dan aktivitas luar ruangan lainnya.","Dari pusat Bogor, perjalanan ke Curug Cilember membutuhkan waktu sekitar 30 menit. Jalan menuju lokasi air terjun ini sudah beraspal dan dapat diakses oleh kendaraan pribadi.Alternatif lain adalah menggunakan transportasi umum ke arah Puncak dan melanjutkan dengan menyewa sepeda motor dari jalan raya Bogor-Puncak.Untuk pengunjung yang datang dari Bogor, dapat mengambil angkutan umum jurusan 2A ke Cisarua dan melanjutkan dengan kendaraan sewa seperti ojek.",Hiking.Berenang.Piknik.Edukasi Konservasi Alam.Camping.Outbond.Wisata Kupu-kupu.,Area parkir.Toilet.Warung.camping ground.Area piknik.Tempat konservasi alam.Area bermain air.outbond.,"Kenakan alas kaki yang nyaman dan aman, terutama jika Anda berencana untuk hiking.Bawalah pakaian ganti dan perlengkapan berenang jika Anda ingin bermain air di kolam air terjun.Pastikan kamera atau ponsel Anda terlindungi dari air jika Anda berencana untuk mengambil foto di sekitar air terjun."
"Curug Ciburial, Jonggol","Jl. Gunung Wangun Kampung Cibereum, Cibadak, Kec. Sukamakmur, Kabupaten Bogor, Jawa Barat, Indonesia",-6.6018158,106.9592445,ATJ83zhSjJ-_xA52vBNB-g6cVJML2dejcojAtUKNFvV9iVwiBrJW4CuoWnnjs6aNTr7ZUY9mhR6Mp-UwHA1quU43A1LLZK69k12DBQkNEA7Aj7Cbqn5momKOZ4ecdEc-FMZhk8v-qBMdST7gTzooVT8CNeVMFr4tp1daTeKssGUZMEuaFvdr,ChIJJS5sqkq4aS4R7hd1mn6XCm0,4.5,294,kabupaten,KABUPATEN BOGOR,"9XX5+7M Cibadak, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,07.00,17.0,-,"Curug Ciburial adalah air terjun pertama dari tiga air terjun di kawasan Sentul, Bogor. Meskipun tidak tinggi, air terjun ini memiliki pesona alam yang memikat. Air terjun Curug Ciburial mengalir dengan deras dan membelah batuan besar di kedua sisinya, menciptakan kolam dengan air yang sangat jernih. Keindahan alam dan udara yang sejuk membuat tempat ini menjadi destinasi wisata alam yang menarik.","Dari pusat Kota Bogor, Anda dapat mengikuti jalan ke Sentul. Curug Ciburial berada di daerah Sentul, Bogor.Perjalanan menuju air terjun melibatkan trekking yang menantang dengan medan yang curam. Pastikan untuk mengenakan alas kaki yang nyaman dan aman.",Bermain Air.Fotografi.Trekking.Menikmati Alam.,Area parkir.Penitipan helm.Toilet.Warung.Trekking path menuju air terjun.,"Kenakan alas kaki yang nyaman dan aman, terutama jika Anda berencana melakukan trekking.Bawalah pakaian ganti dan perlengkapan berenang jika Anda ingin bermain air di kolam air terjun.Pastikan kamera atau ponsel Anda terlindungi dari air jika Anda berencana mengambil foto di sekitar air terjun."
Curug Cihurang,"8M6Q+VQP, Gunung Picung, Pamijahan, Bogor Regency, West Java 16810, Indonesia",-6.6877843,106.6894537,ATJ83ziMQueZ0XuFlglZjKIUxLTokkCyn664sOZcB1cVNrGUfe1s_tmnG6pbwuC1eoGQtLMSFj5CVl2Z41I2tAOLHtgagslIo5oib4k92hY5ROlDD54AN9FqSTP8STdRfmot0utxkIJ0ldqAqjQIv5vHRDNEAecKJzMaGos-Hj8Zd3Zp5z9W,ChIJ14ZAQrvRaS4RMiVFHJN-UJo,4.3,752,kabupaten,KABUPATEN BOGOR,,tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,08.00,16.0,-,"Curug Cihurang adalah sebuah air terjun yang terletak di dalam Kawasan Taman Nasional Gunung Halimun Salak (TNGHS) di Gunung Picung, Kecamatan Pamijahan, Bogor, Jawa Barat. Tempat ini menawarkan pengalaman alam yang menenangkan tanpa perlu trekking yang melelahkan. Keindahan alam dan udara segar di sini cocok untuk menghilangkan penat dari rutinitas sehari-hari. Curug Cihurang memiliki kolam alami dengan air jernih dan bersih, cocok untuk berenang dan bermain air.","Curug Cihurang terletak di dalam Kawasan Taman Nasional Gunung Halimun Salak. Dari Jakarta, kamu dapat mengambil jalur tol Bogor lingkar luar, keluar di Sentul City, dan melanjutkan ke arah Yasmin dan Dramaga Bogor. Dari sana, menuju Pasar Ciampea dan gerbang IPB Dramaga. Setelah itu, ikuti petunjuk menuju Gunung Bunder. Jalur ini penuh dengan tikungan karena berada di pegunungan.",Berenang.Camping.,Mushola.Penginapan.Area camping.Kamar mandi umum.Warung makanan.Lahan parkir.,Pilih cuaca cerah untuk mengunjungi Curug Cihurang.Jaga kebersihan area Curug Cihurang.Bawa baju hangat jika kamu berniat berkemah.Bawa obat-obatan pribadi.Selalu awasi anak-anak saat bermain air.
Curug Dengdeng,"FJ74+9J2, Leuwibatu, Rumpin, Bogor Regency, West Java 16350, Indonesia",-6.5366217,106.6065085,ATJ83zgf98MxvOSrPCCm52cCPfnBiiSPBYRKT2V-Tv4PnAX5znYPr6AtYCeBYkv_LGNKNTzW_njkCEFcMYaz9NnpaIUShRRuJP238GWPvZ7updzEHwqv_ODRvvcW6WnsKfMp2pfYfKPswS4I_Da3XAnuzDa5927LQHdmHBbrUVgqh-8yzZeZ,ChIJUaKK177eaS4R2WIkQO0jdUA,4.2,284,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Family|Couple|Friends,00.00,23.59,-,"Curug Dengdeng adalah air terjun yang menarik terletak di Cipatujah, Tasikmalaya. Keunikan air terjun ini terletak pada topografi tanah yang berundak dan lebar. Keelokan alam sekitarnya, yang dikelilingi oleh hutan dan lahan pertanian, menambah daya tariknya.","Untuk mencapai Curug Dengdeng, Anda perlu berkendara sekitar 70 kilometer dari pusat Kota Tasikmalaya. Meskipun beberapa jalan akses mungkin dalam kondisi tidak begitu baik, area parkir yang luas tersedia di dekatnya, membuatnya cocok untuk penggunaan kendaraan pribadi.",menikmati pemandangan alam yang indah dengan air terjun lebar yang memecah menjadi beberapa tingkat. berenang atau bermain air di lubang-lubang air terjun.,toilet. mushola. warung makan.penginapan.,pastikan Anda berhati-hati saat berjalan di sekitar air terjun.membawa perlengkapan seperti pakaian ganti.
Curug Kondang,"Gunung Sari, Pamijahan, Bogor Regency, West Java 16810, Indonesia",-6.6966038,106.6889057,ATJ83ziqnd3TrhRmJ1748fWynS3o8KTCO3PRZkAnLvpT6tTLQtzeD4PUKdk6iYgLDRZ3EgeVLHoQqhatM2ORE0M9wRtjaFN25ohL0aWsUcWHn6BW8lJx0lQD9bi-nZhTmwCjfZY4sUS9ni7oorFM89Kz_wTwA1aWPA9a-tibEu9pVNlOlfQZ,ChIJMUwVeJfRaS4RHKEbgrkfSIo,4.6,629,kabupaten,KABUPATEN BOGOR,"8M3Q+9H Gunung Sari, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,07.00,17.0,-,"Curug Kondang terletak di kawasan Taman Nasional Gunung Salak Endah dan menjadi bagian dari wisata Gunung Bunder. Dengan ketinggian sekitar 15-20 meter, air terjun ini mengalir di tebing batu, menciptakan sebuah telaga kecil berwarna biru kehijauan. Keunikan lainnya adalah aliran sungainya yang berundak, menciptakan area berenang yang aman dan menarik bagi pengunjung.","Curug Kondang dapat diakses melalui kawasan wisata Gunung Salak Endah (GSE). Meskipun memerlukan sedikit trekking, jalur setapak yang dibuat seperti tangga membuat perjalanan menuju curug ini tidak terlalu melelahkan. Dari area parkir, pengunjung cukup mengikuti jalan setapak bebatuan yang rapi dengan pagar pembatas untuk menjaga keamanan.",Menikmati Keindahan Air Terjun.Trekking di Alam Asri.Berenang.,Area parkir.Toilet dan kamar mandi.Mushola.Warung. kios-kios.Gazebo atau saung.Area berkemah.,"Periksa cuaca sebelum pergi dan kenakan pakaian yang sesuai.Gunakan alas kaki yang nyaman dan aman.Persiapkan bekal makanan dan minuman, terutama jika ingin berkemah.Pergi pada waktu yang tidak terlalu ramai untuk pengalaman yang lebih tenang."
Curug Luhur,"8PQ4+X8X, Jl. Hegarmanah, Pamijahan, Tapos I, Tenjolaya, Tapos I, Kec. Tenjolaya, Kabupaten Bogor, Jawa Barat 16370, Indonesia",-6.660011,106.7058569,ATJ83ziQ_Hplsmb9HuOoq1Sg_33hL_ogQr2Y5eqV8rKSWdC9zKDnlfzZmf18hzMvCmt4zc2Z-GOsRTwFbX6gX1yaDfdQHyaZE-1LVV91VzZSQsOz95ra6UY0fXPyYTXDDtlVm_skqSX4LDjtY_iYNbQTKVlbY-tSxyKDeIyYs-siCX5o3UL2,ChIJqe78BnbGaS4RQoxv-mjpMzw,4.0,2710,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Family|Couple|Friends,08.00,18.0,-,"Curug Luhur adalah salah satu air terjun yang terletak dalam kawasan Taman Nasional Halimun Salak di Bogor. Terletak pada ketinggian 630 Mdpl, di lereng Gunung Salak yang asri, Curug Luhur menawarkan pesona alam yang menakjubkan. Akses yang mudah dari jalan raya membuatnya populer di kalangan wisatawan.Curug Luhur memiliki dua air terjun utama yang berdampingan, dengan airnya mengalir dari sumber alami di Gunung Salak. Air terjun ini dikenal dengan nama ""Luhur,"" yang berarti tinggi dalam bahasa Sunda, mengacu pada ketinggian air terjun tersebut.","Curug Luhur terletak di dekat Curug Nangka, hanya sekitar 2 kilometer dari lokasi tersebut. Untuk mencapai Curug Luhur, Anda hanya perlu berjalan sekitar 150 meter dari area parkir, dengan tangga yang memudahkan penurunan.Dari Jakarta, perjalanan menuju Curug Luhur memerlukan waktu sekitar 1,5 jam dan memiliki jarak sekitar 24 kilometer dari kota Bogor. Ada dua alternatif rute, pertama melalui jalur Ciapus, atau kedua, melalui Leuwiliang ke Ciampea dan kemudian Tenjolaya.Untuk pengguna angkutan umum, bisa naik angkot dari Bogor Trade Mall (BTM) dengan jurusan Ciapus - Ramayana, atau dari terminal Laladon dengan jurusan Laladon - Tenjolaya, dan melanjutkan dengan angkutan lain menuju Curug Luhur. Kedua jalur angkutan umum tersebut akan membawa Anda ke gerbang Curug Luhur.",bermain air di kolam bawah air terjun.bermain di beragam kolam buatan dengan air melimpah.bersantai dan piknik.,area parkir.toilet.musala.ruang ganti.tempat bilas.,"Pastikan untuk membawa pakaian ganti, handuk, dan perlengkapan renang jika Anda berencana berenang.agalah kebersihan lingkungan dan gunakan tempat sampah yang tersedia. "
Curug Rahong,"GHWG+F82, Rengasjajar, Cigudeg, Bogor Regency, West Java 16660, Indonesia",-6.453850399999999,106.5757553,ATJ83zhjaADhFuzgVtpv0GrBgV-dJMwterd0udtLANC7IGfuXl_NFfmdsxFQRU4MbPU6_1rZvySFZQeFFTSaZDBjsbarDDK1Ee971C6nxH9-CeAWu2YbLP-VFFMdsZhQ7aj32gnt2PDdm3t0DZd2SYB5JNiqCNtyTXlJtfIYYetP1WvEh703,ChIJ1-cRNGHgaS4RTbDQMedKTNg,4.0,877,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,07.00,17.0,-,"Curug Rahong adalah sebuah air terjun yang terletak di Cigudeg, Kabupaten Bogor. Air terjun ini menawarkan pemandangan yang unik dan memukau dengan air yang mengalir dari Sungai Cibodas di atas tebing bebatuan. Curug Rahong memiliki kontur berbeda, dengan aliran air yang terbagi menjadi beberapa jatuhan air dengan ketinggian yang berbeda. Pemandangan di sekitarnya dikelilingi oleh hutan asri dan sungai berbatu besar yang menciptakan suasana sejuk.","Untuk mencapai Curug Rahong, pengunjung harus melewati perjalanan petualangan yang menantang. Rute menuju air terjun ini melibatkan kendaraan, jalur trekking melalui hutan, dan beberapa kali penyeberangan sungai berbatu. Rute yang sesungguhnya hanya dapat ditempuh dengan berjalan kaki setelah melewati kawasan tambang pasir.",Berenang atau menyelam di kolam air terjun.Melakukan aktivitas ekstrem seperti melompat dari bebatuan setinggi 3 meter ke kolam.Berjemur dan bersantai di bebatuan sungai.,Toilet.Kamar bilas.Warung.Saung.Parkir kendaraan.,"Perhatikan kondisi kesehatan karena jalur trekking memerlukan stamina yang kuat.Datanglah sebelum tengah hari untuk kondisi pencahayaan yang baik saat memotret.Kenakan alas kaki yang cocok seperti sandal gunung atau sepatu olahraga.Hati-hati saat melewati penyeberangan sungai, gunakan alas kaki yang baik agar tidak licin."
Deer Captivity Tanjungsari Jonggol,"Buanajaya, Tanjungsari, Buanajaya, Kec. Tanjungsari, Kabupaten Bogor, Jawa Barat 16840, Indonesia",-6.636614199999999,107.1722679,ATJ83zjha6Wqj5S9RBtsRvKj92bzeyNr32HSnzvizngdVtzvrsLOfHWBAVFTZkjTM30d42cIrFuMHqKEKWfjeHDzy6I3A_zmE-Oqo8P9tCI5Bhn86HOikdnCrQ9ES1NUso6APNAbjAG6324W1k4jq4DuTnwu4UNwQwzOwM3XoCLFIFtg8OCG,ChIJ5Qwef2qvaS4R1jJTqZ-1Rmo,4.1,1199,kabupaten,KABUPATEN BOGOR,"957C+9W Buanajaya, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Relaxing|Entertain,Solo|Family|Couple|Friends,08.00,17.0,-,"Penangkaran Rusa Cariu, juga dikenal dengan nama Wana Wisata Rusa, adalah tempat wisata alam yang terletak di Bogor, Jawa Barat. Kawasan ini berfungsi sebagai penangkaran rusa yang menghimpun berbagai jenis rusa, seperti rusa Bawean, rusa Totol, dan rusa Timor. Taman rekreasi ini memiliki lahan seluas 8.4 hektar yang mencakup padang rumput, hutan, dan bukit-bukit di sekelilingnya. Pengunjung dapat berinteraksi dengan rusa-rusa tersebut, memberi makan, dan menikmati suasana alam yang asri.","Penangkaran Rusa Cariu terletak sekitar 40 kilometer dari pintu keluar Tol Cibubur, di daerah Cileungsi – Jonggol. Akses ke tempat ini lebih nyaman jika menggunakan kendaraan pribadi seperti motor atau mobil.",Berinteraksi dengan Rusa.Outbond.Area Bermain Anak.Berburu Foto.,Lahan Parkir.Toilet.Mushola.Warung Makan.Kolam Renang.Area Bermain Anak.Area Swafoto.Lahan Perkemahan.,Jangan lupa membawa kamera atau smartphone untuk mengabadikan momen berinteraksi dengan rusa dan pemandangan alam yang menakjubkan.Pastikan untuk merawat kebersihan dan kelestarian lingkungan saat berkunjung.
Devoyage Bogor,"Jl. Bogor Nirwana Residence Jl. Indigo Raya, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16135, Indonesia",-6.6370888,106.7953617,ATJ83zgYu7NSXPgHHcdgPPLWYh0kYiU7EXIqmZQxzQ5bXcEyugAzKeGPAT6RzHrH3BhZKpE2lgtLZl1VDFKCb7fZwkzuANEWPFMrpuZFG-u8VN1aqSfCnf5YULaY4Jb2BDRyYyDARNGw6gDV6JJj_gohYC5UC2XLkynuzmLJI5rq7-mnj09f,ChIJ-7wYfl3PaS4RCGtWG3s34tY,4.1,15839,kabupaten,KABUPATEN BOGOR,"9Q7W+54 Mulyaharja, Bogor City, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Medium,Relaxing|Entertain|Kuliner|Perbelanjaan,Solo|Family|Couple|Friends,09.00,18.0,-,"DeVoyage Bogor adalah destinasi wisata yang menawarkan pengalaman seru berfoto dan beraktivitas di tengah suasana asri. Salah satu daya tarik utamanya adalah Kampung Eropa DeVoyage Bogor, yang memberikan pengunjung kesempatan untuk menjelajahi mini Eropa dalam satu hari. Kamu dapat mengunjungi lebih dari 150 spot foto yang menakjubkan, termasuk replika Menara Eiffel, kincir angin Belanda, Menara Pisa, boks telepon merah khas London, gondola Venesia, bangunan ala Eropa yang tersebar di seluruh area, mural Wall Street, dan bahkan gembok cinta ala Pont des Arts di Paris. Untuk pengalaman yang lebih otentik, kamu bahkan dapat menyewa pakaian tradisional Eropa. Selain pemandangan Eropa yang menawan, DeVoyage Bogor juga menyajikan kuliner ala Eropa, seperti churros dan gelato.","DeVoyage Bogor terletak di Nirwana Residence, Jl Indigo Raya, Mulyaharja, Bogor Selatan, Jawa Barat. Jika kamu berangkat dari Stasiun Bogor, perjalanan sekitar 7 km dan memerlukan sekitar 25 menit jika kondisi lalu lintas lancar.",Menjelajahi miniatur Eropa dengan lebih dari 150 spot foto ikonik.Bersantailah di Rumah Air sambil menikmati hidangan lezat.Cobalah permainan rintangan.,Restoran.Fasilitas permainan.Penyewaan pakaian tradisional Eropa.Area parkir.,"Kenakan pakaian yang nyaman dan sesuai untuk aktivitas outdoor.Untuk mendapatkan foto yang indah, sewa pakaian tradisional Eropa.Pastikan untuk mencicipi camilan ala Eropa yang tersedia di tempat.Jika berkunjung dengan anak-anak, pastikan untuk mengeksplorasi playground dan permainan yang ditawarkan."
Dora Lake,"Cibinong, Bogor Regency, West Java 16911, Indonesia",-6.486779299999999,106.8564911,ATJ83zj15vLEO0F5vdAmPaAQi8xrjwEK0Gl8-Fc40oUEINsZ_WP4oLUV0_nmyFKkdnnFmUGpLfaLOds7ecxnJo0rbUQ1a6KcE35fphf0_Zie_m9Dl4A0YQtXOpnylQa5qXz9kk2Ykg8X_LNEtnnX9Pw_zqhFfmgIlSZ84p-NAJEg_tQntqwR,ChIJ__0d9q_BaS4RQMzbDxLB06I,4.3,1552,kabupaten,KABUPATEN BOGOR,"GV74+7H Cibinong, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Family|Couple|Friends,07.00,17.0,-,"Danau Dora, juga dikenal sebagai Taman Ekowisata Danau Dora, adalah sebuah danau buatan yang terletak di wilayah kota dengan suasana alami. Tempat ini memiliki banyak pohon rindang, dan taman ini juga dikenal sebagai Eco Park karena fokusnya pada konservasi alam. Meskipun berada di kota, tempat ini memberikan kesempatan bagi pengunjung untuk berwisata dan bersantai sambil menikmati angin sepoi-sepoi.","Rute dari Jakarta: Anda dapat mengakses Danau Dora melalui Jalan Raya Jakarta-Bogor. Ikuti jalan tersebut hingga mencapai perempatan Pemda Bogor atau Mall Cibinong. Dari sana, ikuti petunjuk menuju kawasan Danau Dora. Waktu perjalanan sekitar 1,5 jam.Rute dari Bogor: Dari Bogor, Anda dapat menuju Jalan Raya Jakarta-Bogor dan tiba di pertigaan Jalan Mad Nur. Lalu, lanjutkan ke perempatan Ciseeng dan ikuti jalan tersebut hingga sampai di Danau Dora. Waktu perjalanan sekitar 25 km.",Olahraga Pagi.Berjalan-Jalan di Sekitar Danau.Fotografi.Piknik.,Gazebo.Papan penjelasan Tanaman.,Pastikan untuk membawa pakaian yang sesuai untuk berolahraga atau berjalan-jalan.Bawa peralatan piknik jika Anda berniat untuk bersantai dan makan di area Danau Dora.Hargai kebersihan dan lingkungan sekitar. Jaga sampah dan buang sampah pada tempatnya.
Ecoart Park Sentul City,"CRJW+G86, Cipambuan, Babakan Madang, Bogor Regency, West Java 16810, Indonesia",-6.5687222,106.8457512,ATJ83zgiXZJoqjfvZJzN1OkRBaK_FXcsnOvvT360qg7JAlgbHH7ZZLsijuuZA-sMK9ReFBbSDAcy-2ZFAXDsjvUUSyeVQYzX9gng1ZcaUZdWSyeyKnrxmOeTtRchwyPt8fGyOf8GgnNwDztiHwvbLRQwa35jrxI5e-ztISbNwk6DyR7zFAix,ChIJxYnywOvGaS4ROa3KM3B0lPg,4.3,10801,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,No,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,10.00,22.0,-,"Eco Art Park Sentul City adalah sebuah taman terbuka hijau yang terletak di dalam kompleks perumahan Sentul City, Bogor. Perumahan Sentul City menerapkan konsep ramah lingkungan, dan Eco Art Park adalah salah satu wujud nyata dari konsep tersebut. Taman ini memiliki luas sekitar 500 meter persegi dan berlokasi di pinggir aliran sungai Cikeas, yang memberikan suasana yang sejuk dan nyaman.Salah satu daya tarik utama Eco Art Park Sentul adalah berbagai patung yang tersebar di taman. Ini mencakup patung robot Transformer yang terbuat dari mobil bekas dan memiliki tinggi sekitar 5 meter, serta patung manusia gemuk yang memberi makan kuda, mencerminkan sikap penyayang binatang. Pengunjung dapat berfoto dengan patung-patung ini, menjadikannya tempat yang populer untuk mengambil foto yang unik.","Eco Art Park Sentul City terletak di Desa Cipambuan, Kecamatan Babakan Madang, Bogor. Tempat ini tidak jauh dari pusat kuliner Pasar Ah Poong.",Fotografi.Berjalan-jalan.Berwisata ke Taman Sains Sentul.,patung-patung unik.Tempat duduk.,Perhatikan kebersihan dan kelestarian lingkungan. Jaga agar tempat ini tetap bersih dan indah.Pastikan untuk membawa kamera atau ponsel cerdas untuk mengabadikan momen di depan berbagai patung unik.
Goa Agung Garunggang,"Jl. Ptp Terusan, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",-6.57315,106.936201,ATJ83zhfA5DwuzDg76CyMwuIbwII7o0BBtyGYc_S-KrrzAZpV_V9LKoHwcuBYjwr4rk4bQnVfnAkD5KmXx_lSXFj80epoB__sA87n9ujv_yyyqZIv42fKcjaDSX8breJ9RPBNBVzzFJvEnO0q8SNJtg75EWw6nk2CICqzNpPDdjXLGTCtTXA,ChIJj8kjtPK4aS4RBjTeIL8Itts,4.6,635,kabupaten,KABUPATEN BOGOR,"CWGP+PF Central Karang, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,No,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,08.00,16.3,-,"Goa Agung Garunggang adalah sebuah tempat wisata alam yang unik terletak di Sentul, Bogor, Jawa Barat. Goa ini membedakan dirinya dari goa-goa lainnya karena kontur alamnya lebih mirip dengan liang daripada goa. Goa ini terletak di tanah bukan di dinding gunung, sehingga pengunjung harus menuruni tangga untuk masuk ke dalam, mirip dengan basement alami.Pemandangan di sekitar tempat wisata ini mengingatkan pada Green Canyon di Ciamis, dengan dua tebing batu yang membentuk dinding di kedua sisinya, meskipun tidak ada sungai seperti di Green Canyon. Goa Agung Garunggang menghadirkan sebuah labirin alami yang terbentuk akibat kikisan air, dengan dinding-dinding coklat dan hitam yang cantik.","Dari Kebun Raya Bogor, butuh sekitar satu jam perjalanan untuk mencapai tempat ini, yang berjarak sekitar 20 km.Anda dapat menggunakan jalan tol Lingkar Luar Bogor dan mengambil jalan keluar di Sentul Selatan. Dari situ, arahkan ke Jalan Raya Citaringgul dan ikuti jalan hingga bertemu pertigaan.Dari pertigaan, ambil Jalan Mahkota Pirius, lalu Jalan Hambalang Golf. Bertemu dengan pertigaan lagi, ambil Jalan Rancana Jalur Puncak 2, dan akhirnya, ambil Jalan Ptp Terusan. Ikuti petunjuk jalan ke arah Goa Garunggang.Disarankan untuk menggunakan kendaraan pribadi, karena tempat ini tidak dapat dicapai dengan transportasi umum.",Eksplorasi Goa.Mengeksplorasi Labirin Batu.Bermain Air di Sungai.,warung dan kedai makan.,"Pastikan Anda dalam kondisi fisik yang baik karena menjelajahi goa dan labirin batu ini membutuhkan stamina.Kenakan pakaian yang sesuai untuk aktivitas di alam terbuka, dan bawa perlengkapan yang diperlukan.Jagalah kebersihan lingkungan, dan patuhi aturan yang berlaku di tempat ini."
Gua Gudawang,"GGR6+HRX, Argapura, Cigudeg, Bogor Regency, West Java 16660, Indonesia",-6.4585194,106.5121188,ATJ83zgEtxjdWCHHzqJ9pQoBgQz1Sia0-o7i3qc_y7pimCOWIzsNF9ygavQqyx99qKZZVKcFuUpDiD7HxZgA2WUyV4dEVdwpZgFbKf_O00kNT4kNCtB7mZ7KjILvAPkggcd8gru-laAe_C49fv-eI-3dkA_3MvfTY8j1qPpfmLvRFso4sLCg,ChIJPxO0sbgKQi4RZWU4doxcyGM,4.2,420,kabupaten,KABUPATEN BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,08.00,17.0,-,"Gua Gudawang, terletak di Desa Argapura, Kecamatan Cigudeg, Kabupaten Bogor, Jawa Barat, adalah sebuah kawasan gua alam yang menjadi objek wisata petualangan. Gua ini mempunyai beberapa gua yang tersebar di kawasannya, dengan tiga di antaranya yang dibuka untuk umum, yaitu Gua Simenteng, Gua Simasigit, dan Gua Sipahang. Perjalanan menuju gua ini memerlukan peralatan seperti senter, helm, dan alat bantu pernapasan karena kondisi gua yang sempit dan minim oksigen.","Gua Gudawang berjarak sekitar 1,5 jam dari Dramaga, Bogor, dan dapat dicapai dengan kendaraan. Setelah sampai di lokasi, pengunjung akan mendapatkan petunjuk dan panduan sebelum memasuki gua.",Menikmati keindahan stalagtit dan stalagmit yang ada di dalam gua.Melihat ribuan kelelawar yang hidup di gua.Camping dan berkemah di sekitar kawasan goa.,musala.toilet.,Kehadiran pemandu atau penjaga goa yang berpengalaman disarankan untuk keamanan.Pastikan untuk berhati-hati karena kondisi gua yang sempit dan berlumpur.
